дня?;меня?;
не?т;све?т;
де?нь;те?нь;
вно?вь;любо?вь;
меня?;огня?;
кро?вь;любо?вь;
но?чи;о?чи;
на?с;ча?с;
не?т;све?т;
дня?;меня?;
моя?;я?;
меня?;огня?;
де?нь;те?нь;
земле?;мгле?;
но?чи;о?чи;
ле?т;не?т;
моя?;я?;
кро?вь;любо?вь;
крови?;любви?;
на?с;ча?с;
ле?т;све?т;
любя?;тебя?;
вдали?;земли?;
гру?дь;пу?ть;
мне?;сне?;
вно?вь;любо?вь;
земля?;поля?;
души?;тиши?;
ве?к;че?лове?к;
судьбе?;тебе?;
мне?;сне?;
мечты?;ты?;
но?чь;про?чь;
ле?с;небе?с;
гру?дь;пу?ть;
душа?;дыша?;
мне?;ти?шине?;
ты?;цветы?;
мечты?;ты?;
гла?з;ра?з;
судьбе?;тебе?;
му?ки;ру?ки;
гла?з;на?с;
о?н;со?н;
глаза?;гроза?;
крови?;любви?;
дни?;они?;
ве?ка;че?лове?ка;
ты?;цветы?;
но?чь;про?чь;
ле?т;све?т;
не?т;отве?т;
земле?;мгле?;
гла?з;ча?с;
ле?т;не?т;
да?ль;печа?ль;
моги?лы;си?лы;
мы?;тьмы?;
ле?с;небе?с;
глаза?;гроза?;
кольцо?;лицо?;
зву?ки;му?ки;
земля?;поля?;
гла?з;ра?з;
зву?ки;ру?ки;
любя?;тебя?;
мне?;огне?;
го?ре;мо?ре;
о?н;со?н;
му?ки;ру?ки;
мне?;ти?шине?;
конца?;лица?;
разлу?ки;ру?ки;
вдали?;земли?;
кольцо?;лицо?;
дни?;они?;
взгля?дом;ря?дом;
ве?к;че?лове?к;
бы?тия?;я?;
го?ды;свобо?ды;
гла?з;на?с;
бы?тия?;я?;
друзья?;я?;
де?ти;све?те;
вно?вь;кро?вь;
зву?ки;ру?ки;
душа?;спеша?;
ва?с;ча?с;
души?;тиши?;
кро?вью;любо?вью;
мы?;тьмы?;
коня?;меня?;
го?ре;мо?ре;
бре?мя;вре?мя;
сме?рть;тве?рдь;
но?чь;помо?чь;
мне?;огне?;
земли?;пыли?;
найти?;пути?;
весны?;сны?;
лу?ч;ту?ч;
гла?з;ча?с;
весны?;сны?;
две?рь;тепе?рь;
дне?й;мое?й;
идти?;пути?;
де?ти;све?те;
но?чь;помо?чь;
кро?вью;любо?вью;
конца?;лица?;
ты?;черты?;
дня?;огня?;
глуши?;души?;
глаза?;слеза?;
не?т;поэ?т;
кра?соты?;мечты?;
звеня?;меня?;
дни?;огни?;
на?с;ра?з;
окно?;темно?;
кра?соты?;ты?;
крыльцо?;лицо?;
меня?;я?;
да?ль;печа?ль;
дне?й;мое?й;
давно?;окно?;
жи?зни;отчи?зне;
зови?;любви?;
до?чь;но?чь;
мо?ре;просто?ре;
ра?з;ча?с;
ка?мень;пла?мень;
ми?р;пи?р;
себе?;судьбе?;
конца?;сердца?;
ле?т;поэ?т;
дне?й;не?й;
не?т;цве?т;
небе?с;чуде?с;
не?ба;хле?ба;
поэ?т;све?т;
все?х;сме?х;
все?х;сме?х;
ле?т;сле?д;
мечты?;цветы?;
любя?;себя?;
ты?;черты?;
меня?;я?;
бу?ри;лазу?ри;
жа?ль;печа?ль;
ду?м;шу?м;
идти?;пути?;
госпо?дь;пло?ть;
вно?вь;кро?вь;
о?тдохну?ть;пу?ть;
отве?т;све?т;
ро?зы;сле?зы;
не?т;сле?д;
бо?га;мно?го;
кра?соты?;ты?;
моги?лы;си?лы;
небе?с;чуде?с;
поэ?та;све?та;
земно?й;мно?й;
да?ли;печа?ли;
го?лова?;слова?;
взгля?дом;ря?дом;
бо?гу;доро?гу;
не?т;сле?д;
ми?р;пи?р;
ду?х;слу?х;
ступе?ни;те?ни;
разлу?ки;ру?ки;
мечты?;цветы?;
лу?ч;ту?ч;
во?ле;по?ле;
бо?га;доро?га;
наде?жде;пре?жде;
гру?ди;лю?ди;
твоя?;я?;
две?рь;тепе?рь;
дня?;огня?;
бу?ри;лазу?ри;
на?с;ра?з;
борьбе?;тебе?;
го?лова?;слова?;
не?м;огне?м;
доро?ги;но?ги;
зву?ки;му?ки;
не?т;поэ?т;
леса?;не?беса?;
сло?во;сно?ва;
коня?;меня?;
не?бо;хле?ба;
весна?;сна?;
не?бо;хле?ба;
ка?мень;пла?мень;
поко?й;руко?й;
жи?зни;отчи?зне;
е?сть;че?сть;
конца?;сердца?;
друзья?;я?;
давно?;окно?;
судьбо?й;тобо?й;
впе?реди?;груди?;
мо?ре;просто?ре;
бою?;свою?;
ду?м;у?м;
бы?тия?;моя?;
зимы?;мы?;
поэ?та;све?та;
любви?;твои?;
кры?лья;уси?лья;
жа?ль;печа?ль;
себе?;судьбе?;
ладо?нь;ого?нь;
ва?с;ча?с;
де?нь;ле?нь;
зимы?;мы?;
до?чь;но?чь;
во?ды;приро?ды;
найти?;пути?;
встре?чи;ре?чи;
себя?;тебя?;
мне?;стране?;
вла?сти;стра?сти;
де?нь;ле?нь;
ему?;тьму?;
сло?ва;сно?ва;
земли?;пыли?;
ладо?нь;ого?нь;
гре?зы;сле?зы;
его?;ни?чего?;
бре?мя;вре?мя;
взо?р;го?р;
бу?рь;лазу?рь;
бы?тия?;моя?;
ду?м;шу?м;
впереди?;груди?;
го?лубо?й;тобо?й;
мне?;окне?;
ко?нь;ого?нь;
глаза?;слеза?;
вла?сти;стра?сти;
бе?г;сне?г;
ро?зы;сле?зы;
мне?;сто?роне?;
бо?гу;доро?гу;
одна?;она?;
не?т;отве?т;
не?м;огне?м;
кра?й;ра?й;
судьбо?й;тобо?й;
встре?чи;ре?чи;
во?лны;по?лный;
ли?ра;ми?ра;
поко?й;руко?й;
вокру?г;дру?г;
все?х;гре?х;
ле?т;сле?д;
любя?;себя?;
мне?;сто?роне?;
ра?з;ча?с;
вы?соты?;ты?;
ды?шит;слы?шит;
зна?мя;пла?мя;
ко?нь;ого?нь;
домо?й;мо?й;
земно?й;мно?й;
ве?сь;зде?сь;
гру?ди;лю?ди;
люде?й;свое?й;
прости?;пути?;
люде?й;свое?й;
любви?;твои?;
жива?;слова?;
грехи?;стихи?;
слова?;трава?;
мне?;стране?;
мне?;окне?;
ве?сть;е?сть;
слова?;трава?;
доро?га;мно?го;
сме?рть;тве?рдь;
ду?м;у?м;
ра?дость;сла?дость;
го?ды;приро?ды;
кра?соты?;цветы?;
доро?ги;но?ги;
бере?зы;сле?зы;
приве?т;све?т;
ве?к;челове?к;
впе?реди?;груди?;
дне?й;не?й;
ро?за;ро?за;
душа?;хо?роша?;
коле?ни;те?ни;
госпо?дь;пло?ть;
де?нь;де?реве?нь;
бо?льно;нево?льно;
де?ти;се?ти;
е?сть;че?сть;
го?вори?т;гори?т;
сло?во;сно?ва;
наде?жде;пре?жде;
наве?к;че?лове?к;
му?ку;ру?ку;
конца?;отца?;
кре?ст;ме?ст;
сама?;ума?;
леса?;не?беса?;
взо?р;го?р;
ра?дость;сла?дость;
себя?;тебя?;
бу?рь;лазу?рь;
приро?ды;свобо?ды;
во?ле;по?ле;
гла?с;ча?с;
мне?;стене?;
края?;моя?;
крыльцо?;лицо?;
зву?к;ру?к;
бо?ли;по?ле;
дне?й;свое?й;
тьма?;ума?;
во?ды;приро?ды;
вре?мя;пле?мя;
ру?ки;ску?ки;
пора?;утра?;
мно?й;ночно?й;
дитя?;шутя?;
мо?лод;хо?лод;
отве?т;све?т;
кра?соты?;цветы?;
любви?;мои?;
бо?га;доро?га;
дру?г;кру?г;
мою?;пою?;
вдру?г;дру?г;
све?т;сле?д;
вдру?г;ру?к;
большо?й;душо?й;
жива?;слова?;
лю?ди;чу?де;
борьбе?;себе?;
би?твы;моли?твы;
душа?;дыша?;
му?ку;ру?ку;
вла?сть;стра?сть;
дни?;огни?;
едва?;слова?;
наро?да;свобо?да;
зво?н;со?н;
по?целу?й;стру?й;
все?х;гре?х;
луна?;она?;
она?;полна?;
бре?д;не?т;
ве?ка;че?лове?ка;
земле?;челе?;
го?ды;свобо?ды;
горя?;заря?;
домо?й;мо?й;
бо?г;мо?г;
листы?;ты?;
невмо?чь;но?чь;
го?лос;ко?лос;
иску?сства;чу?вства;
ду?х;слу?х;
конца?;отца?;
гла?с;ча?с;
его?;ни?чего?;
о?блака?;река?;
весна?;сна?;
земли?;могли?;
окно?;темно?;
любви?;свои?;
вне?млю;зе?млю;
поэ?т;све?т;
земли?;ко?рабли?;
огни?;они?;
пле?н;сте?н;
она?;сна?;
сне?г;че?лове?к;
ве?сь;зде?сь;
гро?ба;о?ба;
бро?ви;кро?ви;
бу?дет;забу?дет;
пога?с;ча?с;
не?ба;хле?ба;
зво?н;о?н;
жре?бий;не?бе;
огни?;они?;
кру?г;ру?к;
гла?с;на?с;
ле?т;поэ?т;
лучи?;ночи?;
вы?соты?;ты?;
бо?льно;нево?льно;
бо?га;стро?го;
зву?ки;разлу?ки;
люде?й;мое?й;
исче?з;небе?с;
бо?г;мо?г;
во?лн;че?лн;
окна?;она?;
бо?га;трево?га;
до?м;не?м;
време?н;со?н;
де?нь;сире?нь;
впереди?;груди?;
ва?с;гла?з;
зво?н;со?н;
краю?;свою?;
коро?че;но?чи;
коро?че;но?чи;
пра?х;стра?х;
мое?й;не?й;
наро?ду;свобо?ду;
луне?;мне?;
меня?;храня?;
ве?жды;наде?жды;
го?р;просто?р;
луны?;сны?;
ру?ки;ску?ки;
приро?ды;свобо?ды;
иску?сства;чу?вства;
ми?ра;эфи?ра;
пу?ст;у?ст;
во?лн;че?лн;
во?лны;по?лный;
сча?стья;уча?стья;
взгля?д;наза?д;
привы?к;язы?к;
дитя?;шутя?;
гро?б;ло?б;
пле?чи;ре?чи;
нельзя?;скользя?;
дру?г;кру?г;
весне?;мне?;
обма?н;тума?н;
на?до;са?да;
могу?;снегу?;
гру?сть;пу?сть;
мглу?;углу?;
бою?;свою?;
дру?г;ру?к;
ва?с;гла?з;
она?;полна?;
бы?ть;люби?ть;
судьбо?ю;тобо?ю;
ва?с;ра?з;
ды?м;ни?м;
све?те;э?ти;
ды?шит;слы?шит;
вдру?г;вокру?г;
собо?й;судьбо?й;
де?ло;сме?ло;
твоя?;я?;
у?м;шу?м;
скорбя?;тебя?;
во?лн;по?лн;
мне?;тишине?;
да?ли;печа?ли;
всегда?;звезда?;
впере?д;наро?д;
дне?м;огне?м;
оди?н;сы?н;
де?ло;те?ло;
гробу?;судьбу?;
гре?зы;сле?зы;
не?т;приве?т;
не?т;плане?т;
луна?;ти?шина?;
мо?жет;трево?жит;
глуши?;души?;
нибу?дь;пу?ть;
луна?;окна?;
и?х;свои?х;
ли?ра;ми?ра;
жена?;она?;
дни?;одни?;
душа?;спеша?;
сама?;ума?;
у?м;шу?м;
до?м;трудо?м;
луне?;мне?;
вы?шине?;мне?;
стра?н;тума?н;
дне?;мне?;
во?здух;звё?зды;
кни?г;ми?г;
наза?д;са?д;
ее?;мое?;
вдру?г;вокру?г;
му?ки;разлу?ки;
борьбы?;судьбы?;
мо?лод;хо?лод;
краю?;мою?;
зако?н;о?н;
гро?ба;о?ба;
живи?;любви?;
земли?;могли?;
наде?жды;оде?жды;
мое?й;не?й;
дне?й;люде?й;
ны?не;пусты?не;
гро?ба;зло?ба;
две?рь;зве?рь;
земля?;кремля?;
вене?ц;коне?ц;
ле?т;приве?т;
не?т;цве?т;
мои?х;сти?х;
бо?га;мно?го;
пле?чи;ре?чи;
де?ло;сме?ло;
де?вы;напе?вы;
раба?;судьба?;
кра?соты?;мечты?;
вда?ль;печа?ль;
во?лны;по?лны;
мла?дость;ра?дость;
и?х;сти?х;
зако?н;о?н;
ми?ре;четы?ре;
земле?;челе?;
го?ря;мо?ря;
обма?н;тума?н;
дне?й;огне?й;
го?р;просто?р;
вода?;ни?когда?;
све?т;сле?д;
мне?;стене?;
до?м;то?м;
о?блака?;река?;
зву?к;ру?к;
ре?к;че?лове?к;
ве?тер;све?те;
кру?г;ру?к;
дру?г;ру?к;
ве?тер;све?те;
пле?чи;све?чи;
за?пах;ла?пах;
го?лубо?й;тобо?й;
ве?сть;е?сть;
зы?бкой;улы?бкой;
поэ?та;э?то;
да?ль;жа?ль;
заря?;царя?;
взо?ре;мо?ре;
ре?чи;све?чи;
зве?рь;тепе?рь;
кляня?;меня?;
куми?р;ми?р;
ды?м;ни?м;
сло?ва;сно?ва;
све?та;э?то;
она?;сна?;
вполне?;мне?;
любви?;мои?;
краса?;не?беса?;
го?рячо?;плечо?;
оде?жде;пре?жде;
не?й;свое?й;
дни?;одни?;
давно?;равно?;
вне?млю;зе?млю;
гро?ба;зло?ба;
тая?;я?;
не?т;рассве?т;
сне?;ти?шине?;
кра?соты?;черты?;
ли?к;ми?г;
дне?;мне?;
наро?да;свобо?да;
мы?;тюрьмы?;
гре?з;сле?з;
ро?з;сле?з;
отве?та;све?та;
ле?с;чуде?с;
воды?;следы?;
го?ря;мо?ря;
две?ри;зве?ри;
пра?ха;стра?ха;
на?до;отра?да;
взгляну?ть;пу?ть;
ве?жды;наде?жды;
его?;мо?его?;
бе?г;сне?г;
со?н;сто?н;
мое?й;поле?й;
всего?;его?;
наро?ды;свобо?ды;
ему?;тьму?;
наза?д;са?д;
моги?л;си?л;
взо?р;уко?р;
ступе?ни;те?ни;
бо?й;собо?й;
во?ды;свобо?ды;
зве?зд;мо?ст;
кри?к;ли?к;
нельзя?;стезя?;
бы?ль;пы?ль;
го?лоса?;не?беса?;
вдру?г;кру?г;
ды?шит;колы?шет;
ми?р;эфи?р;
вино?;давно?;
во?лны;по?лны;
ми?ра;эфи?ра;
мои?х;сти?х;
до?м;круго?м;
наро?ды;свобо?ды;
глу?бине?;мне?;
вре?мя;пле?мя;
борьбе?;тебе?;
взо?р;просто?р;
земли?;ко?рабли?;
ни?х;сти?х;
на?до;отра?да;
гре?х;сме?х;
пога?с;ча?с;
звеня?;меня?;
края?;я?;
дне?й;твое?й;
му?ки;разлу?ки;
моги?лу;си?лу;
во?лос;го?лос;
рабы?;судьбы?;
кре?ст;ме?ст;
го?ды;приро?ды;
ду?ма;шу?ма;
ле?пет;тре?пет;
ро?з;сле?з;
одна?;она?;
краса?;не?беса?;
душа?;хо?роша?;
доро?ге;но?ги;
би?твы;моли?твы;
года?;ни?когда?;
бо?льно;дово?льно;
наде?жды;оде?жды;
разлу?ку;ру?ку;
случа?йно;та?йна;
ле?пет;тре?пет;
дне?й;свое?й;
бы?л;люби?л;
пра?х;стра?х;
его?;сво?его?;
рука?;тоска?;
ли?к;ми?г;
ле?та;све?та;
борьбы?;судьбы?;
на?с;сейча?с;
мо?й;тобо?й;
ра?б;сла?б;
взо?ры;го?ры;
сте?пи;це?пи;
пора?;утра?;
ве?ка;челове?ка;
мою?;пою?;
сти?х;твои?х;
всегда?;звезда?;
де?вы;напе?вы;
ду?шу;нару?шу;
войне?;мне?;
дне?й;тене?й;
реке?;руке?;
душа?;шурша?;
пути?;уйти?;
зве?зд;кре?ст;
ду?шу;су?шу;
одно?;окно?;
да?ль;жа?ль;
года?;тогда?;
голубо?й;тобо?й;
ли?ст;чи?ст;
живу?;на?яву?;
вздохну?ть;гру?дь;
вода?;тогда?;
волна?;луна?;
бо?ли;во?ли;
бе?д;не?т;
ли?ст;сви?ст;
бро?вь;любо?вь;
ве?к;челове?к;
вокру?г;дру?г;
луна?;окна?;
вла?сть;стра?сть;
да?р;жа?р;
бле?щет;трепе?щет;
кры?лья;уси?лья;
креста?;уста?;
мечты?;черты?;
наве?ки;ре?ки;
го?лоса?;не?беса?;
о?кеа?н;тума?н;
ино?й;мно?й;
доро?ги;трево?ги;
ле?т;цве?т;
ми?ре;ши?ре;
клю?ч;лу?ч;
до?м;трудо?м;
кра?й;ра?й;
ве?рьте;сме?рти;
вдали?;пыли?;
во?здух;зве?здах;
жре?бий;не?бе;
не?т;плане?т;
воды?;следы?;
гу?бы;тру?бы;
ду?шу;нару?шу;
поко?й;реко?й;
бо?й;тобо?й;
нельзя?;стезя?;
жа?жды;одна?жды;
ловлю?;люблю?;
души?;хо?роши?;
бо?г;доро?г;
де?ти;э?ти;
мечта?;уста?;
ее?;мое?;
семья?;я?;
око?нце;со?лнце;
ми?р;эфи?р;
плане?т;све?т;
его?;него?;
мла?дость;ра?дость;
зву?ки;разлу?ки;
мы?;умы?;
змея?;я?;
двора?;пора?;
маня?;меня?;
алма?з;гла?з;
одна?;окна?;
полу?;углу?;
да?леко?;легко?;
глу?бине?;мне?;
стру?ны;ю?ный;
взгля?д;наза?д;
вдру?г;дру?г;
жи?ть;люби?ть;
нена?стье;сча?стье;
поко?й;тоско?й;
куми?р;ми?р;
тебя?;я?;
тво?й;тобо?й;
мо?й;тобо?й;
дня?;коня?;
све?та;э?то;
руко?й;тако?й;
пле?ч;ре?чь;
де?ти;се?ти;
му?к;ру?к;
наро?да;приро?да;
люде?й;мое?й;
го?ре;просто?ре;
впере?д;наро?д;
исче?з;ле?с;
гре?х;сме?х;
вино?;оно?;
и?х;сти?х;
на?м;та?м;
моги?лой;си?лой;
люби?л;си?л;
госпо?дня;сего?дня;
волне?;мне?;
звезда?;на?всегда?;
ви?дно;оби?дно;
вью?га;дру?га;
гу?б;тру?п;
на?до;ста?до;
вода?;всегда?;
го?сти;ко?сти;
мое?й;страсте?й;
во?лос;го?лос;
мо?ря;спо?ря;
ли?ре;ми?ре;
тьма?;ума?;
бо?ле;по?ле;
вели?к;ли?к;
о?сень;со?сен;
пра?ха;стра?ха;
разлу?ку;ру?ку;
бра?тья;объя?тья;
окна?;она?;
пе?сен;те?сен;
бу?дет;лю?ди;
де?ло;те?ло;
по?весть;со?весть;
мое?й;оче?й;
бесси?лья;кры?лья;
волна?;она?;
мно?го;стро?го;
года?;тогда?;
дне?м;огне?м;
воо?чью;но?чью;
вода?;всегда?;
наве?ки;ре?ки;
бы?ль;пы?ль;
люде?й;страсте?й;
бу?дь;гру?дь;
но?чь;пре?возмо?чь;
ку?ст;у?ст;
вино?;окно?;
руко?й;тоско?й;
о?н;сто?н;
земли?;прошли?;
до?ма;знако?мо;
ми?лый;си?лы;
ми?ре;ши?ре;
бреду?;саду?;
гу?б;тру?п;
по?весть;со?весть;
коня?;огня?;
бытия?;я?;
до?м;окно?м;
зве?зд;мо?ст;
гу?б;тру?б;
везде?;воде?;
едва?;слова?;
пу?ст;у?ст;
кри?к;ли?к;
вода?;звезда?;
давно?;дано?;
мою?;раю?;
отве?та;све?та;
бе?регу?;могу?;
прости?;пути?;
е?сть;ме?сть;
зна?ю;кра?ю;
сло?в;сно?в;
две?рь;зве?рь;
не?й;огне?й;
во?ды;го?ды;
ле?с;чуде?с;
пле?ч;ре?чь;
сле?зы;угро?зы;
исче?з;небе?с;
не?боскло?н;со?н;
наро?ду;свобо?ду;
ва?с;ра?з;
дне?й;люде?й;
зво?н;о?н;
бо?га;поро?га;
бу?дем;лю?дям;
жена?;она?;
ми?лый;моги?лой;
судьбо?ю;тобо?ю;
наве?к;че?лове?к;
ли?р;ми?р;
де?нь;се?нь;
всего?;его?;
взо?ры;го?ры;
вене?ц;серде?ц;
живи?;любви?;
доро?га;мно?го;
не?га;сне?га;
пою?;свою?;
края?;я?;
пройти?;пути?;
кри?к;стари?к;
мне?;стороне?;
моя?;тая?;
ми?лый;си?лой;
зо?ри;мо?ре;
прибо?й;тобо?й;
окно?;равно?;
ве?к;ре?к;
мои?;струи?;
ле?та;све?та;
воды?;звезды?;
дна?;одна?;
го?лубо?й;собо?й;
не? был;не?бо;
вы?соты?;цветы?;
года?;на?всегда?;
зна?мя;на?ми;
вода?;года?;
зима?;ума?;
бо?ли;по?ле;
лету?чий;ту?чи;
весне?;сне?;
бо?ль;со?ль;
во?ды;свобо?ды;
мне?;по?лусне?;
воло?кна;о?кна;
века?;рука?;
лови?;любви?;
на?до;са?да;
вы?;москвы?;
давно?;равно?;
вдру?г;ру?к;
грехи?;стихи?;
вина?;она?;
бы?ть;забы?ть;
сла?дкой;укра?дкой;
люде?й;твое?й;
луна?;она?;
его?;ничего?;
его?;того?;
до?м;пото?м;
нау?ки;ру?ки;
зно?й;мно?й;
бо?льно;дово?льно;
волно?й;мно?й;
до?м;круго?м;
луна?;ти?шина?;
бе?регу?;могу?;
взо?р;позо?р;
вы?шине?;мне?;
рука?;тоска?;
ли?ст;сви?ст;
волне?;мне?;
поэ?том;э?том;
взо?р;ра?згово?р;
весна?;она?;
вы?;го?ловы?;
око?нце;со?лнце;
дру?га;ю?га;
ве?ки;наве?ки;
красы?;часы?;
гла?с;на?с;
собо?й;судьбо?й;
души?;хо?роши?;
мою?;стою?;
дома?;ума?;
зву?к;му?к;
верши?ны;доли?ны;
его?;сво?его?;
душо?ю;тобо?ю;
све?том;э?том;
све?т;цве?т;
мо?ря;спо?ря;
мое?й;оче?й;
бу?дет;забу?дет;
бы?ть;жи?ть;
доро?ги;трево?ги;
дни?;тени?;
дне?м;не?м;
на?ми;сна?ми;
пала?ч;пла?ч;
его?;ничего?;
губя?;тебя?;
беда?;вода?;
уста?;христа?;
весна?;ясна?;
го?рячо?;плечо?;
сме?рти;че?рти;
себе?;тебе?;
вре?мя;се?мя;
уста?;христа?;
мно?й;мо?й;
весно?й;мно?й;
вдру?г;кру?г;
све?те;э?ти;
бы?ть;люби?ть;
би?рюза?;глаза?;
весна?;она?;
звезда?;тогда?;
о?блака?;рука?;
гре?з;сле?з;
други?х;сти?х;
вчера?;пора?;
него?;ни?чего?;
воды?;сады?;
мечты?;су?еты?;
бо?га;поро?га;
ду?шу;су?шу;
о?н;сто?н;
мо?жет;трево?жит;
го?лоса?;леса?;
плечу?;хочу?;
дня?;звеня?;
друзья?;нельзя?;
дна?;она?;
века?;река?;
волна?;полна?;
забу?дь;пу?ть;
кусты?;ты?;
воды?;сады?;
души?;спеши?;
одна?;окна?;
войне?;мне?;
дна?;одна?;
кни?г;ми?г;
мы?;тюрьмы?;
те?мноты?;ты?;
време?н;со?н;
мы?;холмы?;
беды?;воды?;
бу?дет;лю?ди;
вися?т;са?д;
поко?й;реко?й;
ве?чер;пле?чи;
вы?ше;кры?ши;
де?нь;сире?нь;
не?беса?м;са?м;
не?т;рассве?т;
вода?;на?всегда?;
не?г;сне?г;
поко?я;тако?е;
реко?й;руко?й;
листы?;ты?;
права?;слова?;
вдру?г;зву?к;
звезда?;когда?;
дома?;тьма?;
му?ке;ру?ки;
нему?;тьму?;
мно?й;стено?й;
светло?;стекло?;
сте?пь;це?пь;
опя?ть;спа?ть;
стра?н;тума?н;
бере?з;сле?з;
земли?;корабли?;
го?д;наро?д;
бы?ть;забы?ть;
весне?;мне?;
люблю?;молю?;
ле?т;отве?т;
его?;него?;
ли?р;ми?р;
мно?й;родно?й;
дру?га;кру?га;
да?р;жа?р;
бо?ле;по?ле;
весне?;сне?;
мы?;умы?;
себе?;тебе?;
вене?ц;певе?ц;
де?л;уде?л;
креста?;христа?;
кра?сота?;мечта?;
права?;слова?;
взо?р;по?р;
луче?й;оче?й;
мно?й;ночно?й;
горя?;заря?;
привы?к;язы?к;
волна?;она?;
бра?тья;прокля?тья;
ва?с;на?с;
венца?;конца?;
живу?;на?яву?;
гру?дь;забу?дь;
люде?й;страсте?й;
беда?;ни?когда?;
не?й;оче?й;
бе?д;све?т;
руко?ю;тобо?ю;
конца?;творца?;
гро?ма;до?ма;
бо?га;немно?го;
де?нь;де?реве?нь;
зари?;смотри?;
зна?чит;пла?чет;
ре?к;че?лове?к;
ле?та;поэ?та;
пе?сен;те?сен;
кри?к;ми?г;
вино?;дано?;
душо?й;мно?й;
гла?з;сейча?с;
иде?й;люде?й;
мо?г;но?г;
но?чь;пре?возмо?чь;
де?ти;э?ти;
те?мноты?;ты?;
все?;красе?;
кра?сота?;уста?;
ми?лый;си?лой;
дру?г;неду?г;
весно?й;мно?й;
змея?;я?;
горя?т;ря?д;
огни?;одни?;
ни?м;свои?м;
вско?ре;мо?ре;
и?х;свои?х;
взгля?д;я?д;
сама?;тьма?;
луче?й;оче?й;
заба?вы;сла?вы;
го?споди?н;оди?н;
бре?д;не?т;
дру?га;неду?га;
меня?;моя?;
борьба?;судьба?;
ра?но;тума?на;
гне?ва;де?ва;
ле?нь;те?нь;
меня?;моя?;
не?т;приве?т;
моро?зы;ро?зы;
на?с;пога?с;
кри?к;ми?г;
на?ши;ча?ши;
ме?ч;ре?чь;
преде?ла;те?ло;
о?н;сторо?н;
доро?гу;трево?гу;
голова?;слова?;
гла?зки;ла?ски;
доро?га;немно?го;
вчера?;утра?;
бу?дем;лю?дям;
бо?г;вздо?х;
зе?млю;прие?млю;
ве?ки;наве?ки;
водо?й;мо?лодо?й;
ды?ма;ми?мо;
гру?сть;пу?сть;
заря?;моря?;
песке?;тоске?;
мра?к;та?к;
лю?ди;чу?де;
вода?;туда?;
полу?;углу?;
коле?ни;те?ни;
гру?сть;на?изу?сть;
луно?й;мно?й;
мечты?;черты?;
кра?сота?;уста?;
зна?чит;пла?чет;
ло?кон;о?кон;
ре?чи;све?чи;
коне?;мне?;
луна?;одна?;
о?блака?;рука?;
зима?;ума?;
друзья?;нельзя?;
большо?й;душо?й;
не?й;огне?й;
луны?;сны?;
встре?чи;све?чи;
зве?рь;тепе?рь;
близка?;тоска?;
мно?й;родно?й;
ее?;свое?;
бле?щет;трепе?щет;
мне?;тишине?;
дне?й;тене?й;
земли?;шли?;
коне?ц;серде?ц;
пе?сен;чуде?сен;
разлу?ке;ру?ки;
гру?дь;нибу?дь;
грустя?;дитя?;
го?лубо?й;собо?й;
дву?х;ду?х;
кры?шу;слы?шу;
еще?;плечо?;
пройти?;пути?;
земли?;легли?;
волны?;сны?;
бо?ли;во?ли;
ми?лый;моги?лы;
окно?м;сно?м;
крова?вый;сла?вы;
да?ль;ста?ль;
ды?м;седы?м;
би?рюза?;глаза?;
вре?мя;все?ми;
ого?нь;тро?нь;
ми?ре;четы?ре;
коне?ц;оте?ц;
всле?д;не?т;
ра?з;расска?з;
и?зголо?вью;любо?вью;
вздохну?ть;гру?дь;
взо?р;по?р;
руки?;тоски?;
гото?во;сло?во;
ле?нь;те?нь;
благо?слови?;любви?;
всегда?;года?;
дете?й;свое?й;
гла?зки;ла?ски;
е?й;свое?й;
любви?;свои?;
бесси?лья;кры?лья;
виде?ний;те?ни;
вино?;равно?;
е?й;мое?й;
ли?ст;чи?ст;
вода?;тогда?;
му?к;ру?к;
ба?шен;стра?шен;
напра?сно;я?сно;
све?т;цве?т;
ми?лый;моги?лы;
и?х;мои?х;
зови?;любви?;
окно?м;сно?м;
жи?ть;люби?ть;
вда?леке?;реке?;
луче?й;руче?й;
дни?;тени?;
во?лю;до?лю;
доро?га;трево?га;
дру?г;неду?г;
го?лос;ко?лос;
мо?г;но?г;
сте?пи;це?пи;
мно?го;стро?го;
ми?лый;си?лы;
мно?й;тобо?й;
внемли?;земли?;
нево?ле;по?ле;
се?ни;те?ни;
време?н;о?н;
во?здух;зве?здах;
души?;спеши?;
кло?чья;но?чью;
зна?мя;на?ми;
опя?ть;пя?ть;
ды?м;мо?лоды?м;
ве?к;ве?к;
игры?;миры?;
па?сть;стра?сть;
взгля?да;на?до;
пуста?;уста?;
дне?й;сильне?й;
но?во;сло?во;
бы?ть;жи?ть;
моя?;твоя?;
борьбе?;себе?;
лучи?;ночи?;
кра?соты?;черты?;
мое?й;твое?й;
бра?тья;объя?тья;
гро?м;круго?м;
реке?;руке?;
ле?то;э?то;
гляди?т;сиди?т;
невмо?чь;но?чь;
не?беса?;чу?деса?;
добра?;пора?;
оче?й;рече?й;
гро?б;ло?б;
пути?;уйти?;
вода?;сюда?;
высоты?;ты?;
бою?;мою?;
го?воря?т;горя?т;
домо?й;зимо?й;
